model,girderName,radius,L,D,w_oh,ts,S,Nb,I,Kg,n_bm1,n_bm2,n_bm3,n_bm4,n_r1,n_r2,n_r3,n_r4,sum_RY,d-G1,d-G2,d-G3,d-G4
PG-3-L_60-Nb_5-S_60-O_23-ts_85-sk_0-R_1000,PG-3,1000,60,27.25,2.333333333,8.5,6,5,4898.44,268845.92,0.573,0.35,0.163,0.022,0.926,0.156,0.08,0.02,0.803,0.335,0.202,0.098,0.018
PG-3-L_60-Nb_5-S_60-O_30-ts_85-sk_0-R_1000,PG-3,1000,60,27.25,3,8.5,6,5,4898.44,268845.92,0.596,0.352,0.157,0.014,0.99,0.116,0.073,0.016,0.843,0.342,0.201,0.095,0.015
PG-3-L_60-Nb_5-S_90-O_10-ts_85-sk_0-R_1000,PG-3,1000,60,27.25,1,8.5,9,5,4898.44,268845.92,0.615,0.344,0.129,0.005,0.847,0.21,0.055,-0.007,1.083,0.358,0.188,0.073,0.005
PG-3-L_60-Nb_5-S_90-O_21-ts_85-sk_0-R_1000,PG-3,1000,60,27.25,2.166666667,8.5,9,5,4898.44,268845.92,0.657,0.338,0.115,0,0.937,0.145,0.045,-0.014,1.153,0.371,0.184,0.066,0.001
PG-3-L_60-Nb_5-S_90-O_33-ts_85-sk_0-R_1000,PG-3,1000,60,27.25,3.333333333,8.5,9,5,4898.44,268845.92,0.697,0.334,0.101,0,1.028,0.079,0.035,-0.023,1.223,0.384,0.18,0.06,0
PG-3-L_60-Nb_5-S_90-O_45-ts_85-sk_0-R_1000,PG-3,1000,60,27.25,4.5,8.5,9,5,4898.44,268845.92,0.736,0.329,0.087,0,1.119,0.014,0.026,-0.031,1.292,0.399,0.177,0.054,0
PG-3-L_60-Nb_5-S_120-O_10-ts_85-sk_0-R_1000,PG-3,1000,60,27.25,1,8.5,12,5,4898.44,268845.92,0.691,0.324,0.084,0,0.893,0.181,0.021,-0.022,1.442,0.392,0.17,0.046,0
PG-3-L_60-Nb_5-S_120-O_26-ts_85-sk_0-R_1000,PG-3,1000,60,27.25,2.666666667,8.5,12,5,4898.44,268845.92,0.751,0.305,0.062,0,1.004,0.094,0.008,-0.03,1.543,0.412,0.159,0.036,0
PG-3-L_60-Nb_5-S_120-O_43-ts_85-sk_0-R_1000,PG-3,1000,60,27.25,4.333333333,8.5,12,5,4898.44,268845.92,0.808,0.287,0.04,0,1.115,0.007,-0.004,-0.039,1.643,0.434,0.15,0.027,0
PG-3-L_60-Nb_5-S_120-O_60-ts_85-sk_0-R_1000,PG-3,1000,60,27.25,6,8.5,12,5,4898.44,268845.92,0.864,0.271,0.019,0,1.226,-0.08,-0.016,-0.048,1.742,0.458,0.141,0.018,0
PG-4-L_60-Nb_5-S_60-O_10-ts_85-sk_0-R_1000,PG-4,1000,60,30.75,1,8.5,6,5,8311.41,415113,0.557,0.353,0.165,0.023,0.799,0.245,0.088,0.014,0.723,0.243,0.148,0.071,0.012
PG-4-L_60-Nb_5-S_60-O_16-ts_85-sk_0-R_1000,PG-4,1000,60,30.75,1.666666667,8.5,6,5,8311.41,415113,0.585,0.354,0.157,0.015,0.863,0.205,0.08,0.009,0.763,0.248,0.146,0.068,0.01
PG-4-L_60-Nb_5-S_60-O_23-ts_85-sk_0-R_1000,PG-4,1000,60,30.75,2.333333333,8.5,6,5,8311.41,415113,0.613,0.355,0.15,0.006,0.927,0.166,0.072,0.004,0.803,0.253,0.146,0.065,0.007
PG-4-L_60-Nb_5-S_60-O_30-ts_85-sk_0-R_1000,PG-4,1000,60,30.75,3,8.5,6,5,8311.41,415113,0.639,0.356,0.143,0.001,0.991,0.127,0.064,-0.002,0.843,0.258,0.145,0.063,0.005
PG-4-L_60-Nb_5-S_90-O_10-ts_85-sk_0-R_1000,PG-4,1000,60,30.75,1,8.5,9,5,8311.41,415113,0.652,0.341,0.111,0,0.854,0.211,0.045,-0.015,1.083,0.267,0.133,0.046,0
PG-4-L_60-Nb_5-S_90-O_21-ts_85-sk_0-R_1000,PG-4,1000,60,30.75,2.166666667,8.5,9,5,8311.41,415113,0.701,0.331,0.094,0,0.945,0.145,0.034,-0.023,1.153,0.278,0.128,0.04,0
PG-4-L_60-Nb_5-S_90-O_33-ts_85-sk_0-R_1000,PG-4,1000,60,30.75,3.333333333,8.5,9,5,8311.41,415113,0.747,0.322,0.077,0,1.037,0.079,0.022,-0.032,1.223,0.289,0.124,0.035,0
PG-4-L_60-Nb_5-S_90-O_45-ts_85-sk_0-R_1000,PG-4,1000,60,30.75,4.5,8.5,9,5,8311.41,415113,0.793,0.314,0.061,0,1.129,0.013,0.011,-0.042,1.292,0.301,0.12,0.03,0
PG-4-L_60-Nb_5-S_120-O_10-ts_85-sk_0-R_1000,PG-4,1000,60,30.75,1,8.5,12,5,8311.41,415113,0.732,0.312,0.063,0,0.902,0.177,0.011,-0.025,1.442,0.292,0.117,0.026,0
PG-4-L_60-Nb_5-S_120-O_26-ts_85-sk_0-R_1000,PG-4,1000,60,30.75,2.666666667,8.5,12,5,8311.41,415113,0.8,0.285,0.038,0,1.015,0.088,-0.003,-0.034,1.543,0.309,0.107,0.018,0
PG-4-L_60-Nb_5-S_120-O_43-ts_85-sk_0-R_1000,PG-4,1000,60,30.75,4.333333333,8.5,12,5,8311.41,415113,0.866,0.26,0.014,0,1.128,-0.001,-0.016,-0.042,1.643,0.327,0.097,0.01,0
PG-4-L_60-Nb_5-S_120-O_60-ts_85-sk_0-R_1000,PG-4,1000,60,30.75,6,8.5,12,5,8311.41,415113,0.931,0.236,0,0,1.242,-0.09,-0.03,-0.051,1.742,0.346,0.089,0.003,0
PG-5-L_60-Nb_5-S_60-O_10-ts_85-sk_0-R_1000,PG-5,1000,60,33,1,8.5,6,5,5983.45,293139.8,0.542,0.352,0.173,0.031,0.788,0.255,0.096,0.018,0.723,0.299,0.186,0.093,0.019
PG-5-L_60-Nb_5-S_60-O_16-ts_85-sk_0-R_1000,PG-5,1000,60,33,1.666666667,8.5,6,5,5983.45,293139.8,0.567,0.354,0.167,0.023,0.85,0.217,0.089,0.015,0.763,0.305,0.186,0.09,0.016
PG-5-L_60-Nb_5-S_60-O_23-ts_85-sk_0-R_1000,PG-5,1000,60,33,2.333333333,8.5,6,5,5983.45,293139.8,0.591,0.356,0.162,0.014,0.912,0.179,0.082,0.011,0.803,0.311,0.185,0.088,0.013
PG-5-L_60-Nb_5-S_60-O_30-ts_85-sk_0-R_1000,PG-5,1000,60,33,3,8.5,6,5,5983.45,293139.8,0.615,0.358,0.156,0.007,0.975,0.14,0.075,0.007,0.843,0.318,0.185,0.085,0.01
PG-5-L_60-Nb_5-S_90-O_10-ts_85-sk_0-R_1000,PG-5,1000,60,33,1,8.5,9,5,5983.45,293139.8,0.628,0.346,0.128,0.002,0.839,0.221,0.058,-0.009,1.083,0.329,0.172,0.066,0.003
PG-5-L_60-Nb_5-S_90-O_21-ts_85-sk_0-R_1000,PG-5,1000,60,33,2.166666667,8.5,9,5,5983.45,293139.8,0.67,0.34,0.114,0,0.928,0.158,0.048,-0.017,1.153,0.342,0.168,0.06,0
PG-5-L_60-Nb_5-S_90-O_33-ts_85-sk_0-R_1000,PG-5,1000,60,33,3.333333333,8.5,9,5,5983.45,293139.8,0.711,0.335,0.1,0,1.017,0.094,0.039,-0.025,1.223,0.355,0.164,0.054,0
PG-5-L_60-Nb_5-S_90-O_45-ts_85-sk_0-R_1000,PG-5,1000,60,33,4.5,8.5,9,5,5983.45,293139.8,0.751,0.331,0.086,0,1.106,0.03,0.03,-0.033,1.292,0.37,0.161,0.048,0
PG-5-L_60-Nb_5-S_120-O_10-ts_85-sk_0-R_1000,PG-5,1000,60,33,1,8.5,12,5,5983.45,293139.8,0.703,0.323,0.082,0,0.887,0.189,0.023,-0.022,1.442,0.36,0.154,0.041,0
PG-5-L_60-Nb_5-S_120-O_26-ts_85-sk_0-R_1000,PG-5,1000,60,33,2.666666667,8.5,12,5,5983.45,293139.8,0.763,0.303,0.06,0,0.997,0.103,0.011,-0.03,1.543,0.38,0.145,0.032,0
PG-5-L_60-Nb_5-S_120-O_43-ts_85-sk_0-R_1000,PG-5,1000,60,33,4.333333333,8.5,12,5,5983.45,293139.8,0.821,0.285,0.039,0,1.107,0.017,0,-0.039,1.643,0.401,0.136,0.024,0
PG-5-L_60-Nb_5-S_120-O_60-ts_85-sk_0-R_1000,PG-5,1000,60,33,6,8.5,12,5,5983.45,293139.8,0.878,0.268,0.019,0,1.217,-0.07,-0.011,-0.048,1.742,0.424,0.127,0.016,0
PG-6-L_60-Nb_5-S_60-O_10-ts_85-sk_0-R_1000,PG-6,1000,60,35.625,1,8.5,6,5,7529.04,374498.75,0.563,0.357,0.168,0.022,0.787,0.262,0.093,0.01,0.723,0.252,0.154,0.074,0.012
PG-6-L_60-Nb_5-S_60-O_16-ts_85-sk_0-R_1000,PG-6,1000,60,35.625,1.666666667,8.5,6,5,7529.04,374498.75,0.59,0.358,0.161,0.013,0.849,0.224,0.085,0.006,0.763,0.257,0.153,0.071,0.009
PG-6-L_60-Nb_5-S_60-O_23-ts_85-sk_0-R_1000,PG-6,1000,60,35.625,2.333333333,8.5,6,5,7529.04,374498.75,0.617,0.36,0.155,0.005,0.911,0.187,0.078,0.001,0.803,0.263,0.153,0.069,0.007
PG-6-L_60-Nb_5-S_60-O_30-ts_85-sk_0-R_1000,PG-6,1000,60,35.625,3,8.5,6,5,7529.04,374498.75,0.642,0.362,0.149,0,0.973,0.149,0.071,-0.004,0.843,0.269,0.152,0.067,0.004
PG-6-L_60-Nb_5-S_90-O_10-ts_85-sk_0-R_1000,PG-6,1000,60,35.625,1,8.5,9,5,7529.04,374498.75,0.651,0.344,0.118,0,0.842,0.223,0.052,-0.014,1.083,0.276,0.139,0.05,0
PG-6-L_60-Nb_5-S_90-O_21-ts_85-sk_0-R_1000,PG-6,1000,60,35.625,2.166666667,8.5,9,5,7529.04,374498.75,0.697,0.336,0.102,0,0.931,0.159,0.042,-0.022,1.153,0.288,0.135,0.044,0
PG-6-L_60-Nb_5-S_90-O_33-ts_85-sk_0-R_1000,PG-6,1000,60,35.625,3.333333333,8.5,9,5,7529.04,374498.75,0.741,0.329,0.086,0,1.021,0.096,0.032,-0.031,1.223,0.3,0.132,0.039,0
PG-6-L_60-Nb_5-S_90-O_45-ts_85-sk_0-R_1000,PG-6,1000,60,35.625,4.5,8.5,9,5,7529.04,374498.75,0.785,0.322,0.071,0,1.111,0.032,0.023,-0.039,1.292,0.313,0.129,0.034,0
PG-6-L_60-Nb_5-S_120-O_10-ts_85-sk_0-R_1000,PG-6,1000,60,35.625,1,8.5,12,5,7529.04,374498.75,0.727,0.315,0.07,0,0.891,0.187,0.017,-0.024,1.442,0.302,0.123,0.029,0
PG-6-L_60-Nb_5-S_120-O_26-ts_85-sk_0-R_1000,PG-6,1000,60,35.625,2.666666667,8.5,12,5,7529.04,374498.75,0.793,0.291,0.047,0,1.002,0.1,0.005,-0.032,1.543,0.32,0.114,0.022,0
PG-6-L_60-Nb_5-S_120-O_43-ts_85-sk_0-R_1000,PG-6,1000,60,35.625,4.333333333,8.5,12,5,7529.04,374498.75,0.856,0.269,0.024,0,1.114,0.013,-0.007,-0.041,1.643,0.339,0.105,0.014,0
PG-6-L_60-Nb_5-S_120-O_60-ts_85-sk_0-R_1000,PG-6,1000,60,35.625,6,8.5,12,5,7529.04,374498.75,0.918,0.247,0.004,0,1.225,-0.075,-0.018,-0.05,1.742,0.359,0.097,0.007,0
PG-7-L_60-Nb_5-S_60-O_10-ts_85-sk_0-R_1000,PG-7,1000,60,38.25,1,8.5,6,5,9284.98,469185.46,0.582,0.36,0.162,0.014,0.786,0.267,0.089,0.003,0.723,0.215,0.129,0.06,0.007
PG-7-L_60-Nb_5-S_60-O_16-ts_85-sk_0-R_1000,PG-7,1000,60,38.25,1.666666667,8.5,6,5,9284.98,469185.46,0.611,0.361,0.155,0.005,0.848,0.23,0.082,-0.002,0.763,0.22,0.128,0.057,0.005
PG-7-L_60-Nb_5-S_60-O_23-ts_85-sk_0-R_1000,PG-7,1000,60,38.25,2.333333333,8.5,6,5,9284.98,469185.46,0.639,0.362,0.147,0,0.91,0.193,0.074,-0.007,0.803,0.225,0.127,0.055,0.003
PG-7-L_60-Nb_5-S_60-O_30-ts_85-sk_0-R_1000,PG-7,1000,60,38.25,3,8.5,6,5,9284.98,469185.46,0.667,0.363,0.14,0,0.973,0.156,0.066,-0.013,0.843,0.231,0.127,0.053,0.001
PG-7-L_60-Nb_5-S_90-O_10-ts_85-sk_0-R_1000,PG-7,1000,60,38.25,1,8.5,9,5,9284.98,469185.46,0.671,0.341,0.108,0,0.845,0.223,0.047,-0.018,1.083,0.235,0.115,0.038,0
PG-7-L_60-Nb_5-S_90-O_21-ts_85-sk_0-R_1000,PG-7,1000,60,38.25,2.166666667,8.5,9,5,9284.98,469185.46,0.72,0.33,0.091,0,0.935,0.16,0.036,-0.026,1.153,0.245,0.111,0.034,0
PG-7-L_60-Nb_5-S_90-O_33-ts_85-sk_0-R_1000,PG-7,1000,60,38.25,3.333333333,8.5,9,5,9284.98,469185.46,0.768,0.321,0.074,0,1.025,0.096,0.026,-0.035,1.223,0.256,0.107,0.029,0
PG-7-L_60-Nb_5-S_90-O_45-ts_85-sk_0-R_1000,PG-7,1000,60,38.25,4.5,8.5,9,5,9284.98,469185.46,0.815,0.312,0.057,0,1.116,0.031,0.016,-0.044,1.293,0.268,0.104,0.024,0
PG-7-L_60-Nb_5-S_120-O_10-ts_85-sk_0-R_1000,PG-7,1000,60,38.25,1,8.5,12,5,9284.98,469185.46,0.749,0.307,0.059,0,0.896,0.185,0.012,-0.025,1.442,0.257,0.1,0.021,0
PG-7-L_60-Nb_5-S_120-O_26-ts_85-sk_0-R_1000,PG-7,1000,60,38.25,2.666666667,8.5,12,5,9284.98,469185.46,0.819,0.279,0.035,0,1.008,0.097,0,-0.034,1.543,0.273,0.091,0.014,0
PG-7-L_60-Nb_5-S_120-O_43-ts_85-sk_0-R_1000,PG-7,1000,60,38.25,4.333333333,8.5,12,5,9284.98,469185.46,0.887,0.252,0.012,0,1.121,0.008,-0.012,-0.042,1.643,0.29,0.082,0.008,0
PG-7-L_60-Nb_5-S_120-O_60-ts_85-sk_0-R_1000,PG-7,1000,60,38.25,6,8.5,12,5,9284.98,469185.46,0.954,0.226,0,0,1.234,-0.081,-0.024,-0.051,1.742,0.308,0.074,0.002,0
PG-8-L_70-Nb_5-S_60-O_10-ts_85-sk_0-R_1000,PG-8,1000,70,25.375,1,8.5,6,5,5255.61,314516.73,0.502,0.344,0.183,0.049,0.791,0.239,0.106,0.037,0.843,0.533,0.348,0.188,0.053
PG-8-L_70-Nb_5-S_60-O_16-ts_85-sk_0-R_1000,PG-8,1000,70,25.375,1.666666667,8.5,6,5,5255.61,314516.73,0.525,0.346,0.178,0.041,0.853,0.201,0.099,0.036,0.89,0.54,0.347,0.183,0.048
PG-8-L_70-Nb_5-S_60-O_23-ts_85-sk_0-R_1000,PG-8,1000,70,25.375,2.333333333,8.5,6,5,5255.61,314516.73,0.547,0.349,0.174,0.033,0.914,0.163,0.093,0.035,0.936,0.548,0.346,0.179,0.044
PG-8-L_70-Nb_5-S_60-O_30-ts_85-sk_0-R_1000,PG-8,1000,70,25.375,3,8.5,6,5,5255.61,314516.73,0.569,0.352,0.17,0.026,0.976,0.124,0.086,0.033,0.983,0.556,0.346,0.175,0.039
PG-8-L_70-Nb_5-S_90-O_10-ts_85-sk_0-R_1000,PG-8,1000,70,25.375,1,8.5,9,5,5255.61,314516.73,0.588,0.349,0.145,0.014,0.833,0.22,0.069,0.001,1.263,0.582,0.327,0.14,0.017
PG-8-L_70-Nb_5-S_90-O_21-ts_85-sk_0-R_1000,PG-8,1000,70,25.375,2.166666667,8.5,9,5,5255.61,314516.73,0.626,0.347,0.133,0.004,0.919,0.159,0.06,-0.006,1.345,0.598,0.321,0.131,0.011
PG-8-L_70-Nb_5-S_90-O_33-ts_85-sk_0-R_1000,PG-8,1000,70,25.375,3.333333333,8.5,9,5,5255.61,314516.73,0.662,0.345,0.122,0,1.006,0.097,0.051,-0.013,1.426,0.616,0.317,0.122,0.004
PG-8-L_70-Nb_5-S_90-O_45-ts_85-sk_0-R_1000,PG-8,1000,70,25.375,4.5,8.5,9,5,5255.61,314516.73,0.697,0.344,0.11,0,1.093,0.035,0.042,-0.02,1.508,0.636,0.314,0.113,0
PG-8-L_70-Nb_5-S_120-O_10-ts_85-sk_0-R_1000,PG-8,1000,70,25.375,1,8.5,12,5,5255.61,314516.73,0.661,0.336,0.103,0,0.876,0.196,0.034,-0.018,1.683,0.631,0.3,0.097,0
PG-8-L_70-Nb_5-S_120-O_26-ts_85-sk_0-R_1000,PG-8,1000,70,25.375,2.666666667,8.5,12,5,5255.61,314516.73,0.714,0.324,0.084,0,0.983,0.114,0.022,-0.027,1.8,0.658,0.287,0.082,0
PG-8-L_70-Nb_5-S_120-O_43-ts_85-sk_0-R_1000,PG-8,1000,70,25.375,4.333333333,8.5,12,5,5255.61,314516.73,0.765,0.313,0.064,0,1.09,0.032,0.011,-0.037,1.916,0.689,0.276,0.068,0
PG-8-L_70-Nb_5-S_120-O_60-ts_85-sk_0-R_1000,PG-8,1000,70,25.375,6,8.5,12,5,5255.61,314516.73,0.815,0.303,0.046,0,1.197,-0.05,0,-0.046,2.033,0.721,0.266,0.055,0
PG-9-L_70-Nb_5-S_60-O_10-ts_85-sk_0-R_1000,PG-9,1000,70,27.5,1,8.5,6,5,5406.69,320164.26,0.503,0.344,0.183,0.049,0.792,0.24,0.106,0.038,0.843,0.5,0.327,0.176,0.05
PG-9-L_70-Nb_5-S_60-O_16-ts_85-sk_0-R_1000,PG-9,1000,70,27.5,1.666666667,8.5,6,5,5406.69,320164.26,0.525,0.347,0.179,0.041,0.853,0.203,0.099,0.037,0.89,0.507,0.326,0.172,0.045
PG-9-L_70-Nb_5-S_60-O_23-ts_85-sk_0-R_1000,PG-9,1000,70,27.5,2.333333333,8.5,6,5,5406.69,320164.26,0.547,0.349,0.175,0.033,0.914,0.165,0.092,0.035,0.936,0.515,0.326,0.169,0.041
PG-9-L_70-Nb_5-S_60-O_30-ts_85-sk_0-R_1000,PG-9,1000,70,27.5,3,8.5,6,5,5406.69,320164.26,0.568,0.353,0.171,0.026,0.975,0.128,0.086,0.033,0.983,0.524,0.326,0.165,0.036
PG-9-L_70-Nb_5-S_90-O_10-ts_85-sk_0-R_1000,PG-9,1000,70,27.5,1,8.5,9,5,5406.69,320164.26,0.589,0.35,0.147,0.014,0.832,0.221,0.071,0.002,1.263,0.548,0.309,0.133,0.016
PG-9-L_70-Nb_5-S_90-O_21-ts_85-sk_0-R_1000,PG-9,1000,70,27.5,2.166666667,8.5,9,5,5406.69,320164.26,0.626,0.348,0.135,0.004,0.917,0.161,0.062,-0.005,1.345,0.565,0.304,0.124,0.01
PG-9-L_70-Nb_5-S_90-O_33-ts_85-sk_0-R_1000,PG-9,1000,70,27.5,3.333333333,8.5,9,5,5406.69,320164.26,0.662,0.347,0.124,0,1.003,0.1,0.053,-0.012,1.426,0.583,0.301,0.116,0.004
PG-9-L_70-Nb_5-S_90-O_45-ts_85-sk_0-R_1000,PG-9,1000,70,27.5,4.5,8.5,9,5,5406.69,320164.26,0.697,0.346,0.113,0,1.09,0.04,0.044,-0.019,1.508,0.603,0.298,0.108,0
PG-9-L_70-Nb_5-S_120-O_10-ts_85-sk_0-R_1000,PG-9,1000,70,27.5,1,8.5,12,5,5406.69,320164.26,0.662,0.337,0.104,0,0.875,0.197,0.036,-0.018,1.683,0.596,0.285,0.092,0
PG-9-L_70-Nb_5-S_120-O_26-ts_85-sk_0-R_1000,PG-9,1000,70,27.5,2.666666667,8.5,12,5,5406.69,320164.26,0.714,0.325,0.085,0,0.98,0.117,0.024,-0.027,1.8,0.624,0.273,0.079,0
PG-9-L_70-Nb_5-S_120-O_43-ts_85-sk_0-R_1000,PG-9,1000,70,27.5,4.333333333,8.5,12,5,5406.69,320164.26,0.765,0.315,0.066,0,1.086,0.036,0.013,-0.036,1.916,0.653,0.263,0.066,0
PG-9-L_70-Nb_5-S_120-O_60-ts_85-sk_0-R_1000,PG-9,1000,70,27.5,6,8.5,12,5,5406.69,320164.26,0.815,0.305,0.048,0,1.192,-0.044,0.002,-0.046,2.033,0.685,0.254,0.053,0
PG-10-L_70-Nb_5-S_60-O_10-ts_85-sk_0-R_1000,PG-10,1000,70,30.75,1,8.5,6,5,8311.41,415113,0.521,0.35,0.18,0.04,0.79,0.247,0.103,0.03,0.843,0.418,0.269,0.141,0.035
PG-10-L_70-Nb_5-S_60-O_16-ts_85-sk_0-R_1000,PG-10,1000,70,30.75,1.666666667,8.5,6,5,8311.41,415113,0.545,0.352,0.175,0.032,0.851,0.211,0.096,0.028,0.89,0.425,0.268,0.137,0.031
PG-10-L_70-Nb_5-S_60-O_23-ts_85-sk_0-R_1000,PG-10,1000,70,30.75,2.333333333,8.5,6,5,8311.41,415113,0.569,0.355,0.17,0.024,0.912,0.174,0.089,0.024,0.936,0.432,0.268,0.134,0.027
PG-10-L_70-Nb_5-S_60-O_30-ts_85-sk_0-R_1000,PG-10,1000,70,30.75,3,8.5,6,5,8311.41,415113,0.591,0.358,0.165,0.016,0.972,0.138,0.082,0.021,0.983,0.44,0.268,0.131,0.023
PG-10-L_70-Nb_5-S_90-O_10-ts_85-sk_0-R_1000,PG-10,1000,70,30.75,1,8.5,9,5,8311.41,415113,0.609,0.351,0.139,0.006,0.834,0.223,0.066,-0.003,1.263,0.457,0.251,0.103,0.008
PG-10-L_70-Nb_5-S_90-O_21-ts_85-sk_0-R_1000,PG-10,1000,70,30.75,2.166666667,8.5,9,5,8311.41,415113,0.649,0.348,0.126,0,0.919,0.164,0.057,-0.011,1.345,0.472,0.246,0.095,0.003
PG-10-L_70-Nb_5-S_90-O_33-ts_85-sk_0-R_1000,PG-10,1000,70,30.75,3.333333333,8.5,9,5,8311.41,415113,0.688,0.345,0.113,0,1.005,0.104,0.047,-0.019,1.426,0.488,0.243,0.088,0
PG-10-L_70-Nb_5-S_90-O_45-ts_85-sk_0-R_1000,PG-10,1000,70,30.75,4.5,8.5,9,5,8311.41,415113,0.726,0.343,0.101,0,1.092,0.044,0.038,-0.027,1.508,0.505,0.24,0.081,0
PG-10-L_70-Nb_5-S_120-O_10-ts_85-sk_0-R_1000,PG-10,1000,70,30.75,1,8.5,12,5,8311.41,415113,0.684,0.333,0.094,0,0.878,0.196,0.031,-0.021,1.683,0.497,0.228,0.068,0
PG-10-L_70-Nb_5-S_120-O_26-ts_85-sk_0-R_1000,PG-10,1000,70,30.75,2.666666667,8.5,12,5,8311.41,415113,0.741,0.318,0.073,0,0.984,0.117,0.019,-0.03,1.8,0.521,0.217,0.056,0
PG-10-L_70-Nb_5-S_120-O_43-ts_85-sk_0-R_1000,PG-10,1000,70,30.75,4.333333333,8.5,12,5,8311.41,415113,0.796,0.305,0.052,0,1.09,0.036,0.006,-0.04,1.916,0.547,0.207,0.045,0
PG-10-L_70-Nb_5-S_120-O_60-ts_85-sk_0-R_1000,PG-10,1000,70,30.75,6,8.5,12,5,8311.41,415113,0.85,0.292,0.032,0,1.197,-0.044,-0.005,-0.05,2.033,0.576,0.198,0.034,0
PG-11-L_70-Nb_5-S_60-O_10-ts_85-sk_0-R_1000,PG-11,1000,70,33.375,1,8.5,6,5,7090.12,384307.33,0.53,0.353,0.18,0.036,0.782,0.26,0.105,0.024,0.843,0.436,0.28,0.146,0.033
PG-11-L_70-Nb_5-S_60-O_16-ts_85-sk_0-R_1000,PG-11,1000,70,33.375,1.666666667,8.5,6,5,7090.12,384307.33,0.554,0.356,0.176,0.028,0.842,0.225,0.098,0.022,0.89,0.443,0.28,0.142,0.029
PG-11-L_70-Nb_5-S_60-O_23-ts_85-sk_0-R_1000,PG-11,1000,70,33.375,2.333333333,8.5,6,5,7090.12,384307.33,0.577,0.359,0.171,0.02,0.901,0.19,0.092,0.02,0.936,0.451,0.279,0.139,0.025
PG-11-L_70-Nb_5-S_60-O_30-ts_85-sk_0-R_1000,PG-11,1000,70,33.375,3,8.5,6,5,7090.12,384307.33,0.599,0.362,0.167,0.012,0.961,0.154,0.085,0.017,0.983,0.46,0.28,0.136,0.021
PG-11-L_70-Nb_5-S_90-O_10-ts_85-sk_0-R_1000,PG-11,1000,70,33.375,1,8.5,9,5,7090.12,384307.33,0.612,0.353,0.141,0.006,0.826,0.232,0.07,-0.004,1.263,0.474,0.261,0.108,0.008
PG-11-L_70-Nb_5-S_90-O_21-ts_85-sk_0-R_1000,PG-11,1000,70,33.375,2.166666667,8.5,9,5,7090.12,384307.33,0.651,0.35,0.129,0,0.911,0.174,0.061,-0.011,1.345,0.49,0.257,0.1,0.003
PG-11-L_70-Nb_5-S_90-O_33-ts_85-sk_0-R_1000,PG-11,1000,70,33.375,3.333333333,8.5,9,5,7090.12,384307.33,0.689,0.348,0.117,0,0.996,0.115,0.052,-0.019,1.426,0.507,0.254,0.093,0
PG-11-L_70-Nb_5-S_90-O_45-ts_85-sk_0-R_1000,PG-11,1000,70,33.375,4.5,8.5,9,5,7090.12,384307.33,0.725,0.346,0.105,0,1.081,0.055,0.044,-0.026,1.508,0.526,0.251,0.086,0
PG-11-L_70-Nb_5-S_120-O_10-ts_85-sk_0-R_1000,PG-11,1000,70,33.375,1,8.5,12,5,7090.12,384307.33,0.684,0.334,0.097,0,0.872,0.203,0.035,-0.02,1.683,0.514,0.238,0.073,0
PG-11-L_70-Nb_5-S_120-O_26-ts_85-sk_0-R_1000,PG-11,1000,70,33.375,2.666666667,8.5,12,5,7090.12,384307.33,0.739,0.321,0.077,0,0.977,0.124,0.023,-0.029,1.8,0.54,0.228,0.061,0
PG-11-L_70-Nb_5-S_120-O_43-ts_85-sk_0-R_1000,PG-11,1000,70,33.375,4.333333333,8.5,12,5,7090.12,384307.33,0.793,0.308,0.057,0,1.082,0.044,0.013,-0.039,1.916,0.568,0.218,0.05,0
PG-11-L_70-Nb_5-S_120-O_60-ts_85-sk_0-R_1000,PG-11,1000,70,33.375,6,8.5,12,5,7090.12,384307.33,0.845,0.296,0.038,0,1.188,-0.036,0.002,-0.049,2.033,0.598,0.209,0.039,0
PG-12-L_70-Nb_5-S_60-O_10-ts_85-sk_0-R_1000,PG-12,1000,70,35.75,1,8.5,6,5,7955.9,408874.93,0.537,0.356,0.18,0.033,0.779,0.265,0.105,0.021,0.843,0.413,0.265,0.136,0.029
PG-12-L_70-Nb_5-S_60-O_16-ts_85-sk_0-R_1000,PG-12,1000,70,35.75,1.666666667,8.5,6,5,7955.9,408874.93,0.561,0.358,0.175,0.025,0.838,0.231,0.098,0.019,0.89,0.42,0.264,0.133,0.026
PG-12-L_70-Nb_5-S_60-O_23-ts_85-sk_0-R_1000,PG-12,1000,70,35.75,2.333333333,8.5,6,5,7955.9,408874.93,0.584,0.361,0.171,0.017,0.898,0.196,0.092,0.016,0.936,0.428,0.264,0.13,0.022
PG-12-L_70-Nb_5-S_60-O_30-ts_85-sk_0-R_1000,PG-12,1000,70,35.75,3,8.5,6,5,7955.9,408874.93,0.607,0.365,0.166,0.009,0.957,0.161,0.085,0.013,0.983,0.437,0.264,0.127,0.018
PG-12-L_70-Nb_5-S_90-O_10-ts_85-sk_0-R_1000,PG-12,1000,70,35.75,1,8.5,9,5,7955.9,408874.93,0.617,0.353,0.14,0.004,0.825,0.235,0.07,-0.005,1.263,0.448,0.246,0.101,0.007
PG-12-L_70-Nb_5-S_90-O_21-ts_85-sk_0-R_1000,PG-12,1000,70,35.75,2.166666667,8.5,9,5,7955.9,408874.93,0.657,0.351,0.128,0,0.909,0.177,0.061,-0.012,1.345,0.464,0.242,0.094,0.002
